id,admin_level,admin_name,area_id,common_id,,dimension_id,dimension_name,F/M,Unit,year,value,colnames
622,province,Kayin,49,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
623,province,Kayin,49,2,Reproductive health,3,Reproductive health index,female,number,2000,0.02839023,RHI_F
624,province,Kayin,49,4,Labor Force,7,Labour force Index,female,number,2000,0.6342,LFI_F
625,province,Kep,10,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
626,province,Kep,10,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
627,province,Kep,10,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
628,province,Khammouan,31,4,Labor Force,7,Labour force Index,female,number,2000,0.8321,LFI_F
629,province,Khammouan,31,4,Labor Force,8,Labour force Index,male,number,2000,0.8314,LFI_M
630,province,Khammouan,31,1,Empowerment,2,Empowerment index,male,number,2000,0.81848002,EI_M
631,province,Khammouan,31,1,Empowerment,1,Empowerment index,female,number,2000,0.40308602,EI_F
632,province,Khanh Hoa,167,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
633,province,Khanh Hoa,167,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
634,province,Khon Kaen,75,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
635,province,Khon Kaen,75,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
636,province,Kien Giang,168,2,Reproductive health,3,Reproductive health index,female,number,2000,0.27066598,RHI_F
637,province,Kien Giang,168,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
638,province,Kien Giang,168,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
639,province,Kien Giang,168,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
640,province,Koh Kong,9,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
641,province,Koh Kong,9,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
642,province,Koh Kong,9,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
643,province,Koh Kong,9,2,Reproductive health,3,Reproductive health index,female,number,2000,0.01488333,RHI_F
644,province,Koh Kong,9,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
645,province,Kon Tum,169,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
646,province,Kon Tum,169,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
647,province,Kon Tum,169,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
648,province,Kon Tum,169,2,Reproductive health,3,Reproductive health index,female,number,2000,0.20121091,RHI_F
649,province,Krabi,76,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
650,province,Krabi,76,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
651,province,Kratie,11,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
652,province,Kratie,11,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
653,province,Kratie,11,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
654,province,Lai Chau,172,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
655,province,Lai Chau,172,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
656,province,Lai Chau,172,2,Reproductive health,3,Reproductive health index,female,number,2000,0.20965697,RHI_F
657,province,Lai Chau,172,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
658,province,Lam Dong,171,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
659,province,Lam Dong,171,2,Reproductive health,3,Reproductive health index,female,number,2000,0.20121091,RHI_F
660,province,Lam Dong,171,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
661,province,Lam Dong,171,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
662,province,Lampang,77,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
663,province,Lampang,77,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
664,province,Lamphun,78,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
665,province,Lamphun,78,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
666,province,Lang Son,173,2,Reproductive health,3,Reproductive health index,female,number,2000,0.2586303,RHI_F
667,province,Lang Son,173,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
668,province,Lang Son,173,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
669,province,Lang Son,173,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
670,province,Lao Cai,170,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
671,province,Lao Cai,170,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
672,province,Lao Cai,170,2,Reproductive health,3,Reproductive health index,female,number,2000,0.2586303,RHI_F
673,province,Lao Cai,170,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
674,province,Loei,79,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
675,province,Loei,79,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
676,province,Long An,174,2,Reproductive health,3,Reproductive health index,female,number,2000,0.27066598,RHI_F
677,province,Long An,174,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
678,province,Long An,174,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
679,province,Long An,174,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
680,province,Lop Buri,80,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
681,province,Lop Buri,80,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
682,province,Louangphabang,33,4,Labor Force,8,Labour force Index,male,number,2000,0.8314,LFI_M
683,province,Louangphabang,33,1,Empowerment,2,Empowerment index,male,number,2000,0.81848002,EI_M
684,province,Louangphabang,33,4,Labor Force,7,Labour force Index,female,number,2000,0.8321,LFI_F
685,province,Louangphabang,33,1,Empowerment,1,Empowerment index,female,number,2000,0.40308602,EI_F
686,province,Luang Namtha,32,1,Empowerment,1,Empowerment index,female,number,2000,0.40308602,EI_F
687,province,Luang Namtha,32,4,Labor Force,7,Labour force Index,female,number,2000,0.8321,LFI_F
688,province,Luang Namtha,32,4,Labor Force,8,Labour force Index,male,number,2000,0.8314,LFI_M
689,province,Luang Namtha,32,1,Empowerment,2,Empowerment index,male,number,2000,0.81848002,EI_M
690,province,Mae Hong Son,81,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
691,province,Mae Hong Son,81,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
692,province,Magway,50,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
693,province,Magway,50,4,Labor Force,8,Labour force Index,male,number,2000,0.8977,LFI_M
694,province,Magway,50,2,Reproductive health,3,Reproductive health index,female,number,2000,0.02839023,RHI_F
695,province,Magway,50,4,Labor Force,7,Labour force Index,female,number,2000,0.6342,LFI_F
696,province,Maha Sarakham,82,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
697,province,Maha Sarakham,82,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
698,province,Mandalay,51,2,Reproductive health,3,Reproductive health index,female,number,2000,0.02839023,RHI_F
699,province,Mandalay,51,4,Labor Force,8,Labour force Index,male,number,2000,0.8977,LFI_M
700,province,Mandalay,51,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
701,province,Mandalay,51,4,Labor Force,7,Labour force Index,female,number,2000,0.6342,LFI_F
702,province,Mon,52,2,Reproductive health,3,Reproductive health index,female,number,2000,0.02839023,RHI_F
703,province,Mon,52,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
704,province,Mon,52,4,Labor Force,8,Labour force Index,male,number,2000,0.8977,LFI_M
705,province,Mon,52,4,Labor Force,7,Labour force Index,female,number,2000,0.6342,LFI_F
706,province,Mondolkiri,14,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
707,province,Mondolkiri,14,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
708,province,Mondolkiri,14,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
709,province,Mukdahan,83,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
710,province,Mukdahan,83,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
711,province,Nakhon Pathom,85,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
712,province,Nakhon Pathom,85,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
713,province,Nakhon Phanom,86,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
714,province,Nakhon Phanom,86,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
715,province,Nakhon Ratchasima,87,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
716,province,Nakhon Ratchasima,87,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
717,province,Nakhon Sawan,88,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
718,province,Nakhon Sawan,88,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
719,province,Nakhon Si Thammarat,89,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
720,province,Nakhon Si Thammarat,89,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
721,province,Nakon Nayok,84,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
722,province,Nakon Nayok,84,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
723,province,Nam Dinh,175,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
724,province,Nam Dinh,175,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
725,province,Nam Dinh,175,2,Reproductive health,3,Reproductive health index,female,number,2000,0.26444294,RHI_F
726,province,Nam Dinh,175,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
727,province,Nan,90,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
728,province,Nan,90,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
729,province,Narathiwat,91,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
730,province,Narathiwat,91,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
731,province,Naypyidaw,53,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
732,province,Naypyidaw,53,4,Labor Force,8,Labour force Index,male,number,2000,0.8977,LFI_M
733,province,Naypyidaw,53,2,Reproductive health,3,Reproductive health index,female,number,2000,0.02839023,RHI_F
734,province,Naypyidaw,53,4,Labor Force,7,Labour force Index,female,number,2000,0.6342,LFI_F
735,province,Nghe An,176,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
736,province,Nghe An,176,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
737,province,Ninh Binh,177,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
738,province,Ninh Binh,177,2,Reproductive health,3,Reproductive health index,female,number,2000,0.26444294,RHI_F
739,province,Ninh Binh,177,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
740,province,Ninh Binh,177,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
741,province,Ninh Thuan,178,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
742,province,Ninh Thuan,178,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
743,province,Nong Bua Lamphu,92,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
744,province,Nong Bua Lamphu,92,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
745,province,Nong Khai,93,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
746,province,Nong Khai,93,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
747,province,Nonthaburi,94,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
748,province,Nonthaburi,94,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
749,province,Oddar,15,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
750,province,Oddar,15,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
751,province,Oddar,15,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
752,province,Oudomxay,34,4,Labor Force,8,Labour force Index,male,number,2000,0.8314,LFI_M
753,province,Oudomxay,34,4,Labor Force,7,Labour force Index,female,number,2000,0.8321,LFI_F
754,province,Oudomxay,34,1,Empowerment,1,Empowerment index,female,number,2000,0.40308602,EI_F
755,province,Oudomxay,34,1,Empowerment,2,Empowerment index,male,number,2000,0.81848002,EI_M
756,province,Pailin,12,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
757,province,Pailin,12,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
758,province,Pailin,12,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
759,province,Pathum Thani,95,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
760,province,Pathum Thani,95,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
761,province,Pattani,96,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
762,province,Pattani,96,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
763,province,Phang Nga,97,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
764,province,Phang Nga,97,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
765,province,Phattalung,98,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
766,province,Phattalung,98,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
767,province,Phayao,99,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
768,province,Phayao,99,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
769,province,Phetchabun,100,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
770,province,Phetchabun,100,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
771,province,Phetchaburi,101,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
772,province,Phetchaburi,101,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
773,province,Phichit,102,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
774,province,Phichit,102,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
775,province,Phitsanulok,103,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
776,province,Phitsanulok,103,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
777,province,Phnom Penh,16,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
778,province,Phnom Penh,16,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
779,province,Phnom Penh,16,3,Violence,5,Violence Index,female,number,2000,0.04545455,VI_F
780,province,Phnom Penh,16,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
781,province,Phnom Penh,16,2,Reproductive health,3,Reproductive health index,female,number,2000,0.03087832,RHI_F
782,province,Phnom Penh,16,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
783,province,Phnom Penh,16,3,Violence,6,Violence Index,male,number,2000,1,VI_M
784,province,Phongsaly,35,1,Empowerment,2,Empowerment index,male,number,2000,0.81848002,EI_M
785,province,Phongsaly,35,1,Empowerment,1,Empowerment index,female,number,2000,0.40308602,EI_F
786,province,Phongsaly,35,4,Labor Force,7,Labour force Index,female,number,2000,0.8321,LFI_F
787,province,Phongsaly,35,4,Labor Force,8,Labour force Index,male,number,2000,0.8314,LFI_M
788,province,Phrae,105,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
789,province,Phrae,105,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
790,province,Phu Tho,179,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
791,province,Phu Tho,179,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
792,province,Phu Tho,179,2,Reproductive health,3,Reproductive health index,female,number,2000,0.2586303,RHI_F
793,province,Phu Tho,179,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
794,province,Phu Yen,180,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
795,province,Phu Yen,180,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
796,province,Phuket,106,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
797,province,Phuket,106,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
798,province,Prachin Buri,107,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
799,province,Prachin Buri,107,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
800,province,Prachuap Khiri Khan,108,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
801,province,Prachuap Khiri Khan,108,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
802,province,Preah Sihanouk,13,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
803,province,Preah Sihanouk,13,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
804,province,Preah Sihanouk,13,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
805,province,Preah Vihear,18,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
806,province,Preah Vihear,18,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
807,province,Preah Vihear,18,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
808,province,Prey Veng,19,3,Violence,5,Violence Index,female,number,2000,0.14925373,VI_F
809,province,Prey Veng,19,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
810,province,Prey Veng,19,3,Violence,6,Violence Index,male,number,2000,1,VI_M
811,province,Prey Veng,19,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
812,province,Prey Veng,19,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
813,province,Prey Veng,19,2,Reproductive health,3,Reproductive health index,female,number,2000,0.01687611,RHI_F
814,province,Prey Veng,19,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
815,province,Pursat,17,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
816,province,Pursat,17,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
817,province,Pursat,17,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
818,province,Quang Binh,181,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
819,province,Quang Binh,181,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
820,province,Quang Nam,182,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
821,province,Quang Nam,182,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
822,province,Quang Ngai,183,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
823,province,Quang Ngai,183,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
824,province,Quang Ninh,184,2,Reproductive health,3,Reproductive health index,female,number,2000,0.2586303,RHI_F
825,province,Quang Ninh,184,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
826,province,Quang Ninh,184,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
827,province,Quang Ninh,184,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
828,province,Quang Tri,185,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
829,province,Quang Tri,185,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
830,province,Rakhine,54,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
831,province,Rakhine,54,2,Reproductive health,3,Reproductive health index,female,number,2000,0.02839023,RHI_F
832,province,Rakhine,54,4,Labor Force,8,Labour force Index,male,number,2000,0.8977,LFI_M
833,province,Rakhine,54,4,Labor Force,7,Labour force Index,female,number,2000,0.6342,LFI_F
834,province,Ranong,109,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
835,province,Ranong,109,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
836,province,Ratchaburi,110,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
837,province,Ratchaburi,110,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
838,province,Ratnakiri,20,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
839,province,Ratnakiri,20,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
840,province,Ratnakiri,20,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
841,province,Rayong,111,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
842,province,Rayong,111,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
843,province,Roi Et,112,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
844,province,Roi Et,112,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
845,province,Sa Kaeow,113,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
846,province,Sa Kaeow,113,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
847,province,Sagaing,55,2,Reproductive health,3,Reproductive health index,female,number,2000,0.02839023,RHI_F
848,province,Sagaing,55,4,Labor Force,8,Labour force Index,male,number,2000,0.8977,LFI_M
849,province,Sagaing,55,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
850,province,Sagaing,55,4,Labor Force,7,Labour force Index,female,number,2000,0.6342,LFI_F
851,province,Sakon Nakhon,114,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
852,province,Sakon Nakhon,114,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
853,province,Samut Prakan,115,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
854,province,Samut Prakan,115,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
855,province,Samut Sakhon,116,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
856,province,Samut Sakhon,116,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
857,province,Samut Songkhram,117,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
858,province,Samut Songkhram,117,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
859,province,Saraburi,118,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
860,province,Saraburi,118,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
861,province,Saravan,36,1,Empowerment,2,Empowerment index,male,number,2000,0.81848002,EI_M
862,province,Saravan,36,1,Empowerment,1,Empowerment index,female,number,2000,0.40308602,EI_F
863,province,Saravan,36,4,Labor Force,8,Labour force Index,male,number,2000,0.8314,LFI_M
864,province,Saravan,36,4,Labor Force,7,Labour force Index,female,number,2000,0.8321,LFI_F
865,province,Satun,119,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
866,province,Satun,119,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
867,province,Savannakhet,37,1,Empowerment,2,Empowerment index,male,number,2000,0.81848002,EI_M
868,province,Savannakhet,37,1,Empowerment,1,Empowerment index,female,number,2000,0.40308602,EI_F
869,province,Savannakhet,37,4,Labor Force,8,Labour force Index,male,number,2000,0.8314,LFI_M
870,province,Savannakhet,37,4,Labor Force,7,Labour force Index,female,number,2000,0.8321,LFI_F
871,province,Sekong,40,1,Empowerment,1,Empowerment index,female,number,2000,0.40308602,EI_F
872,province,Sekong,40,4,Labor Force,8,Labour force Index,male,number,2000,0.8314,LFI_M
873,province,Sekong,40,4,Labor Force,7,Labour force Index,female,number,2000,0.8321,LFI_F
874,province,Sekong,40,1,Empowerment,2,Empowerment index,male,number,2000,0.81848002,EI_M
875,province,Shan,56,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
876,province,Shan,56,2,Reproductive health,3,Reproductive health index,female,number,2000,0.02839023,RHI_F
877,province,Shan,56,4,Labor Force,7,Labour force Index,female,number,2000,0.6342,LFI_F
878,province,Shan,56,4,Labor Force,8,Labour force Index,male,number,2000,0.8977,LFI_M
879,province,Siem Reap,21,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
880,province,Siem Reap,21,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
881,province,Siem Reap,21,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
882,province,Singburi,121,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
883,province,Singburi,121,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
884,province,Sisaket,120,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
885,province,Sisaket,120,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
886,province,Soc Trang,186,2,Reproductive health,3,Reproductive health index,female,number,2000,0.27066598,RHI_F
887,province,Soc Trang,186,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
888,province,Soc Trang,186,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
889,province,Soc Trang,186,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
890,province,Son La,187,4,Labor Force,7,Labour force Index,female,number,2000,0.696,LFI_F
891,province,Son La,187,4,Labor Force,8,Labour force Index,male,number,2000,0.768,LFI_M
892,province,Son La,187,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
893,province,Son La,187,2,Reproductive health,3,Reproductive health index,female,number,2000,0.20965697,RHI_F
894,province,Songkhla,122,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
895,province,Songkhla,122,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
896,province,Stung Treng,22,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
897,province,Stung Treng,22,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
898,province,Stung Treng,22,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
899,province,Sukothai,123,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
900,province,Sukothai,123,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
901,province,Suphanburi,124,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
902,province,Suphanburi,124,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
903,province,Surat Thani,125,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
904,province,Surat Thani,125,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
905,province,Surin,126,4,Labor Force,8,Labour force Index,male,number,2000,0.8144,LFI_M
906,province,Surin,126,4,Labor Force,7,Labour force Index,female,number,2000,0.6504,LFI_F
907,province,Svay Rieng,23,2,Reproductive health,4,Reproductive health index,male,number,2000,1,RHI_M
908,province,Svay Rieng,23,2,Reproductive health,3,Reproductive health index,female,number,2000,0.01896063,RHI_F
909,province,Svay Rieng,23,3,Violence,6,Violence Index,male,number,2000,1,VI_M
910,province,Svay Rieng,23,4,Labor Force,7,Labour force Index,female,number,2000,0.8188,LFI_F
911,province,Svay Rieng,23,1,Empowerment,2,Empowerment index,male,number,2000,0.90679471,EI_M
912,province,Svay Rieng,23,3,Violence,5,Violence Index,female,number,2000,0.01569859,VI_F
913,province,Svay Rieng,23,4,Labor Force,8,Labour force Index,male,number,2000,0.8543,LFI_M
