admin_level,area_id,common_id,common_name,indicator_id,id,indicator_name,F/M,Unit,year,value
province,125,1,Empowerment,11,3756,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.31
province,125,1,Empowerment,11,3757,Labor force participation rate (age 15+) (national estimate),male,percent,2005,81.81
province,126,1,Empowerment,11,3758,Labor force participation rate (age 15+) (national estimate),male,percent,2000,81.44
province,126,1,Empowerment,11,3759,Labor force participation rate (age 15+) (national estimate),male,percent,2015,78.69
province,126,1,Empowerment,11,3760,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.31
province,126,1,Empowerment,11,3761,Labor force participation rate (age 15+) (national estimate),male,percent,2005,81.81
province,126,1,Empowerment,11,3762,Labor force participation rate (age 15+) (national estimate),male,percent,2019,75.5
province,23,1,Empowerment,11,3763,Labor force participation rate (age 15+) (national estimate),male,percent,2005,85.92
province,23,1,Empowerment,11,3764,Labor force participation rate (age 15+) (national estimate),male,percent,2015,86.7
province,23,1,Empowerment,11,3765,Labor force participation rate (age 15+) (national estimate),male,percent,2000,85.43
province,23,1,Empowerment,11,3766,Labor force participation rate (age 15+) (national estimate),male,percent,2010,88.59
province,127,1,Empowerment,11,3767,Labor force participation rate (age 15+) (national estimate),male,percent,2000,81.44
province,127,1,Empowerment,11,3768,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.31
province,127,1,Empowerment,11,3769,Labor force participation rate (age 15+) (national estimate),male,percent,2019,75.5
province,127,1,Empowerment,11,3770,Labor force participation rate (age 15+) (national estimate),male,percent,2015,78.69
province,127,1,Empowerment,11,3771,Labor force participation rate (age 15+) (national estimate),male,percent,2005,81.81
province,24,1,Empowerment,11,3772,Labor force participation rate (age 15+) (national estimate),male,percent,2015,86.7
province,24,1,Empowerment,11,3773,Labor force participation rate (age 15+) (national estimate),male,percent,2010,88.59
province,24,1,Empowerment,11,3774,Labor force participation rate (age 15+) (national estimate),male,percent,2005,85.92
province,24,1,Empowerment,11,3775,Labor force participation rate (age 15+) (national estimate),male,percent,2000,85.43
province,57,1,Empowerment,11,3776,Labor force participation rate (age 15+) (national estimate),male,percent,2015,80.2
province,57,1,Empowerment,11,3777,Labor force participation rate (age 15+) (national estimate),male,percent,2019,75.53
province,188,1,Empowerment,11,3778,Labor force participation rate (age 15+) (national estimate),male,percent,2000,76.8
province,188,1,Empowerment,11,3779,Labor force participation rate (age 15+) (national estimate),male,percent,2015,82.21
province,188,1,Empowerment,11,3780,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.05
province,188,1,Empowerment,11,3781,Labor force participation rate (age 15+) (national estimate),male,percent,2019,77.17
province,188,1,Empowerment,11,3782,Labor force participation rate (age 15+) (national estimate),male,percent,2005,75.49
province,25,1,Empowerment,11,3783,Labor force participation rate (age 15+) (national estimate),male,percent,2005,85.92
province,25,1,Empowerment,11,3784,Labor force participation rate (age 15+) (national estimate),male,percent,2010,88.59
province,25,1,Empowerment,11,3785,Labor force participation rate (age 15+) (national estimate),male,percent,2000,85.43
province,25,1,Empowerment,11,3786,Labor force participation rate (age 15+) (national estimate),male,percent,2015,86.7
province,189,1,Empowerment,11,3787,Labor force participation rate (age 15+) (national estimate),male,percent,2019,77.17
province,189,1,Empowerment,11,3788,Labor force participation rate (age 15+) (national estimate),male,percent,2015,82.21
province,189,1,Empowerment,11,3789,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.05
province,189,1,Empowerment,11,3790,Labor force participation rate (age 15+) (national estimate),male,percent,2005,75.49
province,189,1,Empowerment,11,3791,Labor force participation rate (age 15+) (national estimate),male,percent,2000,76.8
province,190,1,Empowerment,11,3792,Labor force participation rate (age 15+) (national estimate),male,percent,2005,75.49
province,190,1,Empowerment,11,3793,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.05
province,190,1,Empowerment,11,3794,Labor force participation rate (age 15+) (national estimate),male,percent,2015,82.21
province,190,1,Empowerment,11,3795,Labor force participation rate (age 15+) (national estimate),male,percent,2019,77.17
province,190,1,Empowerment,11,3796,Labor force participation rate (age 15+) (national estimate),male,percent,2000,76.8
province,192,1,Empowerment,11,3797,Labor force participation rate (age 15+) (national estimate),male,percent,2015,82.21
province,192,1,Empowerment,11,3798,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.05
province,192,1,Empowerment,11,3799,Labor force participation rate (age 15+) (national estimate),male,percent,2019,77.17
province,192,1,Empowerment,11,3800,Labor force participation rate (age 15+) (national estimate),male,percent,2005,75.49
province,192,1,Empowerment,11,3801,Labor force participation rate (age 15+) (national estimate),male,percent,2000,76.8
province,191,1,Empowerment,11,3802,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.05
province,191,1,Empowerment,11,3803,Labor force participation rate (age 15+) (national estimate),male,percent,2019,77.17
province,191,1,Empowerment,11,3804,Labor force participation rate (age 15+) (national estimate),male,percent,2000,76.8
province,191,1,Empowerment,11,3805,Labor force participation rate (age 15+) (national estimate),male,percent,2015,82.21
province,191,1,Empowerment,11,3806,Labor force participation rate (age 15+) (national estimate),male,percent,2005,75.49
province,193,1,Empowerment,11,3807,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.05
province,193,1,Empowerment,11,3808,Labor force participation rate (age 15+) (national estimate),male,percent,2000,76.8
province,193,1,Empowerment,11,3809,Labor force participation rate (age 15+) (national estimate),male,percent,2005,75.49
province,193,1,Empowerment,11,3810,Labor force participation rate (age 15+) (national estimate),male,percent,2015,82.21
province,193,1,Empowerment,11,3811,Labor force participation rate (age 15+) (national estimate),male,percent,2019,77.17
province,194,1,Empowerment,11,3812,Labor force participation rate (age 15+) (national estimate),male,percent,2015,82.21
province,194,1,Empowerment,11,3813,Labor force participation rate (age 15+) (national estimate),male,percent,2019,77.17
province,194,1,Empowerment,11,3814,Labor force participation rate (age 15+) (national estimate),male,percent,2005,75.49
province,194,1,Empowerment,11,3815,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.05
province,194,1,Empowerment,11,3816,Labor force participation rate (age 15+) (national estimate),male,percent,2000,76.8
province,128,1,Empowerment,11,3817,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.31
province,128,1,Empowerment,11,3818,Labor force participation rate (age 15+) (national estimate),male,percent,2005,81.81
province,128,1,Empowerment,11,3819,Labor force participation rate (age 15+) (national estimate),male,percent,2019,75.5
province,128,1,Empowerment,11,3820,Labor force participation rate (age 15+) (national estimate),male,percent,2000,81.44
province,128,1,Empowerment,11,3821,Labor force participation rate (age 15+) (national estimate),male,percent,2015,78.69
province,129,1,Empowerment,11,3822,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.31
province,129,1,Empowerment,11,3823,Labor force participation rate (age 15+) (national estimate),male,percent,2000,81.44
province,129,1,Empowerment,11,3824,Labor force participation rate (age 15+) (national estimate),male,percent,2005,81.81
province,129,1,Empowerment,11,3825,Labor force participation rate (age 15+) (national estimate),male,percent,2015,78.69
province,129,1,Empowerment,11,3826,Labor force participation rate (age 15+) (national estimate),male,percent,2019,75.5
province,195,1,Empowerment,11,3827,Labor force participation rate (age 15+) (national estimate),male,percent,2000,76.8
province,195,1,Empowerment,11,3828,Labor force participation rate (age 15+) (national estimate),male,percent,2005,75.49
province,195,1,Empowerment,11,3829,Labor force participation rate (age 15+) (national estimate),male,percent,2015,82.21
province,195,1,Empowerment,11,3830,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.05
province,195,1,Empowerment,11,3831,Labor force participation rate (age 15+) (national estimate),male,percent,2019,77.17
province,130,1,Empowerment,11,3832,Labor force participation rate (age 15+) (national estimate),male,percent,2000,81.44
province,130,1,Empowerment,11,3833,Labor force participation rate (age 15+) (national estimate),male,percent,2005,81.81
province,130,1,Empowerment,11,3834,Labor force participation rate (age 15+) (national estimate),male,percent,2019,75.5
province,130,1,Empowerment,11,3835,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.31
province,130,1,Empowerment,11,3836,Labor force participation rate (age 15+) (national estimate),male,percent,2015,78.69
province,131,1,Empowerment,11,3837,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.31
province,131,1,Empowerment,11,3838,Labor force participation rate (age 15+) (national estimate),male,percent,2005,81.81
province,131,1,Empowerment,11,3839,Labor force participation rate (age 15+) (national estimate),male,percent,2019,75.5
province,131,1,Empowerment,11,3840,Labor force participation rate (age 15+) (national estimate),male,percent,2015,78.69
province,131,1,Empowerment,11,3841,Labor force participation rate (age 15+) (national estimate),male,percent,2000,81.44
province,132,1,Empowerment,11,3842,Labor force participation rate (age 15+) (national estimate),male,percent,2005,81.81
province,132,1,Empowerment,11,3843,Labor force participation rate (age 15+) (national estimate),male,percent,2019,75.5
province,132,1,Empowerment,11,3844,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.31
province,132,1,Empowerment,11,3845,Labor force participation rate (age 15+) (national estimate),male,percent,2015,78.69
province,132,1,Empowerment,11,3846,Labor force participation rate (age 15+) (national estimate),male,percent,2000,81.44
province,133,1,Empowerment,11,3847,Labor force participation rate (age 15+) (national estimate),male,percent,2019,75.5
province,133,1,Empowerment,11,3848,Labor force participation rate (age 15+) (national estimate),male,percent,2005,81.81
province,133,1,Empowerment,11,3849,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.31
province,133,1,Empowerment,11,3850,Labor force participation rate (age 15+) (national estimate),male,percent,2000,81.44
province,133,1,Empowerment,11,3851,Labor force participation rate (age 15+) (national estimate),male,percent,2015,78.69
province,39,1,Empowerment,11,3852,Labor force participation rate (age 15+) (national estimate),male,percent,2010,79.82
province,39,1,Empowerment,11,3853,Labor force participation rate (age 15+) (national estimate),male,percent,2005,66.8
province,38,1,Empowerment,11,3854,Labor force participation rate (age 15+) (national estimate),male,percent,2010,79.82
province,38,1,Empowerment,11,3855,Labor force participation rate (age 15+) (national estimate),male,percent,2005,66.8
province,196,1,Empowerment,11,3856,Labor force participation rate (age 15+) (national estimate),male,percent,2000,76.8
province,196,1,Empowerment,11,3857,Labor force participation rate (age 15+) (national estimate),male,percent,2005,75.49
province,196,1,Empowerment,11,3858,Labor force participation rate (age 15+) (national estimate),male,percent,2015,82.21
province,196,1,Empowerment,11,3859,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.05
province,196,1,Empowerment,11,3860,Labor force participation rate (age 15+) (national estimate),male,percent,2019,77.17
province,197,1,Empowerment,11,3861,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.05
province,197,1,Empowerment,11,3862,Labor force participation rate (age 15+) (national estimate),male,percent,2019,77.17
province,197,1,Empowerment,11,3863,Labor force participation rate (age 15+) (national estimate),male,percent,2000,76.8
province,197,1,Empowerment,11,3864,Labor force participation rate (age 15+) (national estimate),male,percent,2005,75.49
province,197,1,Empowerment,11,3865,Labor force participation rate (age 15+) (national estimate),male,percent,2015,82.21
province,41,1,Empowerment,11,3866,Labor force participation rate (age 15+) (national estimate),male,percent,2010,79.82
province,41,1,Empowerment,11,3867,Labor force participation rate (age 15+) (national estimate),male,percent,2005,66.8
province,42,1,Empowerment,11,3868,Labor force participation rate (age 15+) (national estimate),male,percent,2005,66.8
province,42,1,Empowerment,11,3869,Labor force participation rate (age 15+) (national estimate),male,percent,2010,79.82
province,43,1,Empowerment,11,3870,Labor force participation rate (age 15+) (national estimate),male,percent,2005,66.8
province,43,1,Empowerment,11,3871,Labor force participation rate (age 15+) (national estimate),male,percent,2010,79.82
province,134,1,Empowerment,11,3872,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.31
province,134,1,Empowerment,11,3873,Labor force participation rate (age 15+) (national estimate),male,percent,2019,75.5
province,134,1,Empowerment,11,3874,Labor force participation rate (age 15+) (national estimate),male,percent,2015,78.69
province,134,1,Empowerment,11,3875,Labor force participation rate (age 15+) (national estimate),male,percent,2000,81.44
province,134,1,Empowerment,11,3876,Labor force participation rate (age 15+) (national estimate),male,percent,2005,81.81
province,58,1,Empowerment,11,3877,Labor force participation rate (age 15+) (national estimate),male,percent,2015,80.2
province,58,1,Empowerment,11,3878,Labor force participation rate (age 15+) (national estimate),male,percent,2019,75.53
province,135,1,Empowerment,11,3879,Labor force participation rate (age 15+) (national estimate),male,percent,2000,81.44
province,135,1,Empowerment,11,3880,Labor force participation rate (age 15+) (national estimate),male,percent,2019,75.5
province,135,1,Empowerment,11,3881,Labor force participation rate (age 15+) (national estimate),male,percent,2005,81.81
province,135,1,Empowerment,11,3882,Labor force participation rate (age 15+) (national estimate),male,percent,2015,78.69
province,135,1,Empowerment,11,3883,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.31
province,198,1,Empowerment,11,3884,Labor force participation rate (age 15+) (national estimate),male,percent,2015,82.21
province,198,1,Empowerment,11,3885,Labor force participation rate (age 15+) (national estimate),male,percent,2019,77.17
province,198,1,Empowerment,11,3886,Labor force participation rate (age 15+) (national estimate),male,percent,2010,81.05
province,198,1,Empowerment,11,3887,Labor force participation rate (age 15+) (national estimate),male,percent,2000,76.8
province,198,1,Empowerment,11,3888,Labor force participation rate (age 15+) (national estimate),male,percent,2005,75.49
province,59,1,Empowerment,12,3889,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,70.73
province,59,1,Empowerment,12,3890,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,70.3
province,59,1,Empowerment,12,3891,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,68.27
province,59,1,Empowerment,12,3892,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,66.81
province,59,1,Empowerment,12,3893,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,69.51
province,142,1,Empowerment,12,3894,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,78.6
province,142,1,Empowerment,12,3895,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,79.63
province,142,1,Empowerment,12,3896,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.1
province,142,1,Empowerment,12,3897,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,77.18
province,142,1,Empowerment,12,3898,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.84
province,60,1,Empowerment,12,3899,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,70.73
province,60,1,Empowerment,12,3900,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,66.81
province,60,1,Empowerment,12,3901,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,69.51
province,60,1,Empowerment,12,3902,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,68.27
province,60,1,Empowerment,12,3903,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,70.3
province,26,1,Empowerment,12,3904,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,80.53
province,26,1,Empowerment,12,3905,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,80.49
province,26,1,Empowerment,12,3906,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,80.91
province,26,1,Empowerment,12,3907,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,83.21
province,26,1,Empowerment,12,3908,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,82.32
province,44,1,Empowerment,12,3909,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,50.17
province,44,1,Empowerment,12,3910,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,55.86
province,44,1,Empowerment,12,3911,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,63.42
province,44,1,Empowerment,12,3912,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,61.33
province,44,1,Empowerment,12,3913,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,58.02
province,104,1,Empowerment,12,3914,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,70.3
province,104,1,Empowerment,12,3915,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,69.51
province,104,1,Empowerment,12,3916,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,68.27
province,104,1,Empowerment,12,3917,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,70.73
province,104,1,Empowerment,12,3918,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,66.81
province,143,1,Empowerment,12,3919,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.1
province,143,1,Empowerment,12,3920,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,77.18
province,143,1,Empowerment,12,3921,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.84
province,143,1,Empowerment,12,3922,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,79.63
province,143,1,Empowerment,12,3923,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,78.6
province,149,1,Empowerment,12,3924,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.1
province,149,1,Empowerment,12,3925,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,79.63
province,149,1,Empowerment,12,3926,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,78.6
province,149,1,Empowerment,12,3927,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.84
province,149,1,Empowerment,12,3928,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,77.18
province,148,1,Empowerment,12,3929,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,79.63
province,148,1,Empowerment,12,3930,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,77.18
province,148,1,Empowerment,12,3931,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,78.6
province,148,1,Empowerment,12,3932,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.84
province,148,1,Empowerment,12,3933,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.1
province,151,1,Empowerment,12,3934,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,78.6
province,151,1,Empowerment,12,3935,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.84
province,151,1,Empowerment,12,3936,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.1
province,151,1,Empowerment,12,3937,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,77.18
province,151,1,Empowerment,12,3938,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,79.63
province,45,1,Empowerment,12,3939,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,58.02
province,45,1,Empowerment,12,3940,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,50.17
province,45,1,Empowerment,12,3941,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,55.86
province,45,1,Empowerment,12,3942,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,63.42
province,45,1,Empowerment,12,3943,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,61.33
province,1,1,Empowerment,12,3944,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,84.73
province,1,1,Empowerment,12,3945,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,80.48
province,1,1,Empowerment,12,3946,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.47
province,1,1,Empowerment,12,3947,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,85.06
province,1,1,Empowerment,12,3948,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.07
province,2,1,Empowerment,12,3949,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.47
province,2,1,Empowerment,12,3950,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.07
province,2,1,Empowerment,12,3951,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,80.48
province,2,1,Empowerment,12,3952,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,85.06
province,2,1,Empowerment,12,3953,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,84.73
province,152,1,Empowerment,12,3954,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,77.18
province,152,1,Empowerment,12,3955,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,79.63
province,152,1,Empowerment,12,3956,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.84
province,152,1,Empowerment,12,3957,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.1
province,152,1,Empowerment,12,3958,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,78.6
province,144,1,Empowerment,12,3959,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.84
province,144,1,Empowerment,12,3960,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,77.18
province,144,1,Empowerment,12,3961,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.1
province,144,1,Empowerment,12,3962,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,79.63
province,144,1,Empowerment,12,3963,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,78.6
province,145,1,Empowerment,12,3964,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,79.63
province,145,1,Empowerment,12,3965,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,77.18
province,145,1,Empowerment,12,3966,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,78.6
province,145,1,Empowerment,12,3967,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.1
province,145,1,Empowerment,12,3968,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.84
province,146,1,Empowerment,12,3969,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,77.18
province,146,1,Empowerment,12,3970,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.84
province,146,1,Empowerment,12,3971,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,78.6
province,146,1,Empowerment,12,3972,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.1
province,146,1,Empowerment,12,3973,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,79.63
province,147,1,Empowerment,12,3974,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.1
province,147,1,Empowerment,12,3975,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,78.6
province,147,1,Empowerment,12,3976,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.84
province,147,1,Empowerment,12,3977,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,77.18
province,147,1,Empowerment,12,3978,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,79.63
province,27,1,Empowerment,12,3979,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,80.91
province,27,1,Empowerment,12,3980,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,82.32
province,27,1,Empowerment,12,3981,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,80.53
province,27,1,Empowerment,12,3982,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,83.21
province,27,1,Empowerment,12,3983,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,80.49
province,28,1,Empowerment,12,3984,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,82.32
province,28,1,Empowerment,12,3985,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,80.49
province,28,1,Empowerment,12,3986,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,80.53
province,28,1,Empowerment,12,3987,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,80.91
province,28,1,Empowerment,12,3988,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,83.21
province,62,1,Empowerment,12,3989,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,66.81
province,62,1,Empowerment,12,3990,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,68.27
province,62,1,Empowerment,12,3991,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,69.51
province,62,1,Empowerment,12,3992,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,70.73
province,62,1,Empowerment,12,3993,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,70.3
province,63,1,Empowerment,12,3994,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,70.3
province,63,1,Empowerment,12,3995,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,69.51
province,63,1,Empowerment,12,3996,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,68.27
province,63,1,Empowerment,12,3997,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,70.73
province,63,1,Empowerment,12,3998,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,66.81
province,153,1,Empowerment,12,3999,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,79.63
province,153,1,Empowerment,12,4000,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.84
province,153,1,Empowerment,12,4001,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,77.18
province,153,1,Empowerment,12,4002,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,78.6
province,153,1,Empowerment,12,4003,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.1
province,155,1,Empowerment,12,4004,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,79.63
province,155,1,Empowerment,12,4005,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.1
province,155,1,Empowerment,12,4006,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.84
province,155,1,Empowerment,12,4007,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,77.18
province,155,1,Empowerment,12,4008,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,78.6
province,154,1,Empowerment,12,4009,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,78.84
province,154,1,Empowerment,12,4010,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,79.63
province,154,1,Empowerment,12,4011,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,77.18
province,154,1,Empowerment,12,4012,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,78.6
province,154,1,Empowerment,12,4013,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,78.1
province,64,1,Empowerment,12,4014,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,69.51
province,64,1,Empowerment,12,4015,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,70.3
province,64,1,Empowerment,12,4016,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,70.73
province,64,1,Empowerment,12,4017,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,68.27
province,64,1,Empowerment,12,4018,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,66.81
province,65,1,Empowerment,12,4019,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2005,70.3
province,65,1,Empowerment,12,4020,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2000,69.51
province,65,1,Empowerment,12,4021,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2015,68.27
province,65,1,Empowerment,12,4022,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2019,66.81
province,65,1,Empowerment,12,4023,Labor force participation rate (age 15-64) (modeled ILO estimate),female,percent,2010,70.73
